id,product,occurrence,stage,kind,subject,references
v00084,investment.vantora_portfolio_company_extract,steps[1]:data_validation,,field,vantora_company_id,
v00085,investment.vantora_portfolio_company_extract,steps[1]:data_validation,,field,company_name,
v00086,investment.vantora_succession_event_extract,steps[1]:data_validation,,field,succession_event_id,
v00087,investment.vantora_succession_event_extract,steps[1]:data_validation,,field,succession_event_id,
v00088,investment.vantora_succession_event_extract,steps[1]:data_validation,,field,predecessor_gp_id,
v00089,investment.vantora_succession_event_extract,steps[1]:data_validation,,field,successor_gp_id,
v00090,investment.vantora_valuation_extract,steps[1]:data_validation,,field,valuation_id,
v00091,investment.vantora_valuation_extract,steps[1]:data_validation,,field,valuation_id,
v00092,investment.vantora_valuation_extract,steps[1]:data_validation,,field,vantora_fund_id,
v00093,investment.vantora_valuation_extract,steps[1]:data_validation,,field,valuation_date,
v00094,investment.vantora_vehicle_cash_flow_extract,steps[1]:data_validation,,field,vehicle_cash_flow_id,
v00095,investment.vantora_vehicle_cash_flow_extract,steps[1]:data_validation,,field,vehicle_cash_flow_id,
v00096,investment.vantora_vehicle_cash_flow_extract,steps[1]:data_validation,,field,vehicle_id,
v00097,investment.vantora_vehicle_cash_flow_extract,steps[1]:data_validation,,field,cash_flow_date,
v00098,reference.benchmark_index_returns,steps[1]:data_validation,,field,benchmark_id,
v00099,reference.benchmark_index_returns,steps[1]:data_validation,,field,index_date,
v00100,reference.benchmark_index_returns,steps[1]:data_validation,,field,index_value,
v00101,reference.customer_overlap_manifest,steps[1]:data_validation,,field,source_record_id,
v00102,reference.customer_overlap_manifest,steps[1]:data_validation,,field,source_record_id,
v00103,reference.customer_segment_history,steps[1]:data_validation,,field,customer_external_id,
v00104,reference.customer_segment_history,steps[1]:data_validation,,field,segment,
v00105,reference.customer_segment_history,steps[1]:data_validation,,field,effective_from,
v00106,reference.deal_overlap_manifest,steps[1]:data_validation,,field,source_record_id,
v00107,reference.deal_overlap_manifest,steps[1]:data_validation,,field,source_record_id,
v00108,reference.deal_overlap_manifest,steps[1]:data_validation,,field,source_system,
v00109,reference.deal_overlap_manifest,steps[1]:data_validation,,field,true_deal_external_id,
v00110,reference.deal_stage_history,steps[1]:data_validation,,field,entity_external_id,
v00111,reference.deal_stage_history,steps[1]:data_validation,,field,classification_value_code,
v00112,reference.deal_stage_history,steps[1]:data_validation,,field,effective_from,
v00113,reference.fund_overlap_manifest,steps[1]:data_validation,,field,source_record_id,
v00114,reference.fund_overlap_manifest,steps[1]:data_validation,,field,source_record_id,
v00115,reference.fund_overlap_manifest,steps[1]:data_validation,,field,source_system,
v00116,reference.fund_overlap_manifest,steps[1]:data_validation,,field,true_fund_external_id,
v00117,reference.investment_calendar_dates,steps[1]:data_validation,,field,calendar_date,
v00118,reference.investment_calendar_dates,steps[1]:data_validation,,field,calendar_date,
v00119,reference.investment_classification_history,steps[1]:data_validation,,field,entity_external_id,
v00120,reference.investment_classification_history,steps[1]:data_validation,,field,classification_type_code,
v00121,reference.investment_classification_history,steps[1]:data_validation,,field,effective_from,
v00122,reference.investment_classification_type,steps[1]:data_validation,,field,classification_type_code,
v00123,reference.investment_classification_type,steps[1]:data_validation,,field,classification_type_code,
v00124,reference.investment_classification_type,steps[1]:data_validation,,field,classification_type_name,
v00125,reference.investment_classification_value,steps[1]:data_validation,,field,classification_type_code,
v00126,reference.investment_classification_value,steps[1]:data_validation,,field,classification_value_code,
v00127,ecommerce.cartivo_customer,steps[1]:data_validation,,field,cartivo_record_id,
v00128,ecommerce.cartivo_customer,steps[1]:data_validation,,field,email,
v00129,ecommerce.cartivo_product,steps[1]:data_validation,,field,cartivo_record_id,
v00130,ecommerce.cartivo_product,steps[1]:data_validation,,field,shared_product_code,
v00131,ecommerce.mercaro_customer,steps[1]:data_validation,,field,mercaro_record_id,
v00132,ecommerce.mercaro_customer,steps[1]:data_validation,,field,email,
v00133,ecommerce.mercaro_product,steps[1]:data_validation,,field,mercaro_record_id,
v00134,ecommerce.mercaro_product,steps[1]:data_validation,,field,shared_product_code,
v00135,ecommerce.relatio_customer,steps[1]:data_validation,,field,relatio_record_id,
v00136,ecommerce.relatio_customer,steps[1]:data_validation,,field,email,
v00137,investment.chrono_cash_flow,steps[1]:data_validation,,field,event_uid,
v00138,investment.chrono_cash_flow,steps[1]:data_validation,,field,event_date,
v00139,investment.chrono_fund,steps[1]:data_validation,,field,chrono_row_uid,
v00140,investment.chrono_fund,steps[1]:data_validation,,field,vehicle_display_name,
v00141,investment.chrono_gp,steps[1]:data_validation,,field,manager_name_text,
v00142,investment.chrono_portfolio_company,steps[1]:data_validation,,field,asset_uid,
v00143,investment.chrono_portfolio_company,steps[1]:data_validation,,field,issuer_name_text,
v00144,investment.chrono_valuation,steps[1]:data_validation,,field,mark_uid,
v00145,investment.chrono_valuation,steps[1]:data_validation,,field,mark_date,
v00146,investment.deal_decision_current,steps[1]:data_validation,,field,decision_id,
v00147,investment.deal_decision_current,steps[1]:data_validation,,field,external_deal_id,
v00148,investment.meridex_cash_flow,steps[1]:data_validation,,field,cash_flow_id,
v00149,investment.meridex_cash_flow,steps[1]:data_validation,,field,cash_flow_date,
v00150,investment.meridex_fund,steps[1]:data_validation,,field,meridex_fund_id,
v00151,investment.meridex_fund,steps[1]:data_validation,,field,fund_name,
v00152,investment.meridex_fund_nav,steps[1]:data_validation,,field,nav_id,
v00153,investment.meridex_fund_nav,steps[1]:data_validation,,field,nav_date,
v00154,investment.meridex_gp,steps[1]:data_validation,,field,gp_name,
v00155,investment.meridex_legal_vehicle,steps[1]:data_validation,,field,vehicle_id,
v00156,investment.meridex_legal_vehicle,steps[1]:data_validation,,field,vehicle_name,
v00157,investment.meridex_portfolio_company,steps[1]:data_validation,,field,meridex_company_id,
v00158,investment.meridex_portfolio_company,steps[1]:data_validation,,field,company_name,
v00159,investment.origo_deal,steps[1]:data_validation,,field,deal_id,
v00160,investment.origo_deal,steps[1]:data_validation,,field,deal_name,
v00161,investment.portiq_cash_flow,steps[1]:data_validation,,field,cash_flow_id,
v00162,investment.portiq_cash_flow,steps[1]:data_validation,,field,cash_flow_date,
v00163,investment.portiq_fund,steps[1]:data_validation,,field,portiq_fund_id,
v00164,investment.portiq_fund,steps[1]:data_validation,,field,fund_name,
v00165,investment.portiq_gp,steps[1]:data_validation,,field,gp_name,
v00166,investment.portiq_portfolio_company,steps[1]:data_validation,,field,portiq_company_id,
v00167,investment.portiq_portfolio_company,steps[1]:data_validation,,field,company_name,
v00168,investment.vantora_cash_flow,steps[1]:data_validation,,field,cash_flow_id,
v00169,investment.vantora_cash_flow,steps[1]:data_validation,,field,cash_flow_date,
v00170,investment.vantora_fund,steps[1]:data_validation,,field,vantora_record_id,
v00171,investment.vantora_fund,steps[1]:data_validation,,field,fund_name,
v00172,investment.vantora_gp,steps[1]:data_validation,,field,vantora_gp_id,
v00173,investment.vantora_gp,steps[1]:data_validation,,field,gp_name,
v00174,investment.vantora_gp_succession,steps[1]:data_validation,,field,succession_event_id,
v00175,investment.vantora_gp_succession,steps[1]:data_validation,,field,effective_date,
v00176,investment.vantora_legal_vehicle,steps[1]:data_validation,,field,vehicle_id,
v00177,investment.vantora_legal_vehicle,steps[1]:data_validation,,field,vehicle_name,
v00178,investment.vantora_portfolio_company,steps[1]:data_validation,,field,vantora_company_id,
v00179,investment.vantora_portfolio_company,steps[1]:data_validation,,field,company_name,
v00180,investment.vantora_valuation,steps[1]:data_validation,,field,valuation_id,
v00181,investment.vantora_valuation,steps[1]:data_validation,,field,valuation_date,
v00182,investment.vantora_vehicle_cash_flow,steps[1]:data_validation,,field,vehicle_cash_flow_id,
v00183,investment.vantora_vehicle_cash_flow,steps[1]:data_validation,,field,cash_flow_date,
v00184,reference.benchmark_index,steps[1]:data_validation,,field,benchmark_id,
v00185,reference.benchmark_index,steps[1]:data_validation,,field,index_date,
v00186,reference.customer_identity,steps[1]:data_validation,,field,source_record_id,
v00187,reference.customer_identity,steps[1]:data_validation,,field,true_customer_external_id,
v00188,reference.customer_segment,steps[1]:data_validation,,field,customer_external_id,
v00189,reference.customer_segment,steps[1]:data_validation,,field,segment,
v00190,reference.deal_identity,steps[1]:data_validation,,field,source_record_id,
v00191,reference.deal_identity,steps[1]:data_validation,,field,true_deal_external_id,
v00192,reference.fund_identity,steps[1]:data_validation,,field,source_record_id,
v00193,reference.fund_identity,steps[1]:data_validation,,field,true_fund_external_id,
v00194,reference.investment_calendar,steps[1]:data_validation,,field,calendar_date,
v00195,reference.investment_calendar,steps[1]:data_validation,,field,calendar_date,
v00196,reference.investment_classification,steps[1]:data_validation,,field,classification_type_code,
v00197,reference.investment_classification,steps[1]:data_validation,,field,classification_value_code,
v00198,ecommerce.cartivo_order,steps[1]:data_validation,,field,cartivo_record_id,
v00199,ecommerce.cartivo_order,steps[1]:data_validation,,field,cartivo_order_id,
v00200,ecommerce.cartivo_order_line,steps[1]:data_validation,,field,cartivo_record_id,
v00201,ecommerce.cartivo_order_line,steps[1]:data_validation,,field,cartivo_order_id,
v00202,ecommerce.customer,steps[1]:data_validation,pre,field,source_record_id,
v00203,ecommerce.customer,steps[1]:data_validation,pre,field,customer_business_key,
v00204,ecommerce.customer,steps[6]:data_validation,post,field,customer_business_key,
v00205,ecommerce.customer,steps[6]:data_validation,post,field,customer_external_id,
v00206,ecommerce.mercaro_order,steps[1]:data_validation,,field,mercaro_record_id,
v00207,ecommerce.mercaro_order,steps[1]:data_validation,,field,mercaro_order_id,
v00208,ecommerce.mercaro_order_line,steps[1]:data_validation,,field,mercaro_record_id,
v00209,ecommerce.mercaro_order_line,steps[1]:data_validation,,field,mercaro_order_id,
v00210,ecommerce.product,steps[1]:data_validation,pre,field,source_record_id,
v00211,ecommerce.product,steps[1]:data_validation,pre,field,product_code,
v00212,ecommerce.product,steps[4]:data_validation,post,field,product_code,
v00213,investment.gp_conformed,steps[1]:data_validation,,field,source_record_id,
v00214,investment.gp_conformed,steps[1]:data_validation,,field,gp_identity_key,
v00215,investment.gp_conformed,steps[1]:data_validation,,reconciliation,row_count,investment.chrono_gp@1;investment.meridex_gp@1;investment.portiq_gp@1;investment.vantora_gp@1
v00216,investment.portfolio_company_conformed,steps[1]:data_validation,,field,source_record_id,
v00217,investment.portfolio_company_conformed,steps[1]:data_validation,,field,company_identity_key,
v00218,investment.portfolio_company_conformed,steps[1]:data_validation,,reconciliation,row_count,investment.chrono_portfolio_company@1;investment.meridex_portfolio_company@1;investment.portiq_portfolio_company@1;investment.vantora_portfolio_company@1
v00219,reference.deal_stage,steps[1]:data_validation,,field,entity_external_id,
v00220,reference.deal_stage,steps[1]:data_validation,,field,effective_from,
v00221,reference.fund_department,steps[1]:data_validation,,field,entity_external_id,
v00222,reference.fund_department,steps[1]:data_validation,,field,effective_from,
v00223,ecommerce.customer_interface,steps[1]:data_validation,,field,customer_business_key,
v00224,ecommerce.order,steps[1]:data_validation,pre,field,source_record_id,
v00225,ecommerce.order,steps[1]:data_validation,pre,field,source_order_id,
v00226,ecommerce.order,steps[5]:data_validation,post,field,order_id,
v00227,ecommerce.order,steps[5]:data_validation,post,field,customer_business_key,
v00228,ecommerce.order_line,steps[1]:data_validation,,field,order_line_record_id,
v00229,ecommerce.order_line,steps[1]:data_validation,,field,order_id,
v00230,ecommerce.order_line,steps[1]:data_validation,,reconciliation,row_count,ecommerce.cartivo_order_line@1;ecommerce.mercaro_order_line@1
v00231,ecommerce.product_interface,steps[1]:data_validation,,field,product_code,
v00232,investment.gp_name_index,steps[1]:data_validation,pre,field,gp_business_key,
v00233,investment.gp_name_index,steps[5]:data_validation,post,field,gp_name_lookup_key,
v00234,investment.gp_name_index,steps[5]:data_validation,post,field,gp_name_lookup_key,
v00235,investment.gp_name_index,steps[5]:data_validation,post,field,gp_entity_count,
v00236,investment.gp_succession,steps[1]:data_validation,,field,source_record_id,
v00237,investment.gp_succession,steps[1]:data_validation,,field,source_effective_on,
v00238,investment.gp_vault,steps[1]:data_validation,pre,field,source_record_id,
v00239,investment.gp_vault,steps[1]:data_validation,pre,field,source_name,
v00240,investment.gp_vault,steps[4]:data_validation,post,field,gp_business_key,
v00241,investment.gp_vault,steps[4]:data_validation,post,field,gp_business_key,
v00242,investment.portfolio_company_vault,steps[1]:data_validation,pre,field,source_record_id,
v00243,investment.portfolio_company_vault,steps[1]:data_validation,pre,field,source_name,
v00244,investment.portfolio_company_vault,steps[4]:data_validation,post,field,company_business_key,
v00245,investment.portfolio_company_vault,steps[4]:data_validation,post,field,company_business_key,
v00246,reference.deal_stage_current,steps[1]:data_validation,,field,deal_external_identity,
v00247,reference.deal_stage_current,steps[1]:data_validation,,field,stage_effective_from,
v00248,ecommerce.order_customer,steps[1]:data_validation,,field,customer_business_key,
v00249,ecommerce.order_customer,steps[1]:data_validation,,reconciliation,row_count,ecommerce.order@1;ecommerce.customer@1
v00250,ecommerce.order_line_product,steps[1]:data_validation,,field,product_code,
v00251,ecommerce.order_line_product,steps[1]:data_validation,,reconciliation,row_count,ecommerce.order_line@1;ecommerce.product@1
v00252,investment.company_external_index,steps[1]:data_validation,pre,field,company_business_key,
v00253,investment.company_external_index,steps[5]:data_validation,post,field,company_external_lookup_key,
v00254,investment.company_external_index,steps[5]:data_validation,post,field,company_external_lookup_key,
v00255,investment.company_external_index,steps[5]:data_validation,post,field,company_entity_count,
v00256,investment.fund_conformed,steps[1]:data_validation,,field,source_record_id,
v00257,investment.fund_conformed,steps[1]:data_validation,,field,fund_identity_key,
v00258,investment.fund_conformed,steps[1]:data_validation,,reconciliation,row_count,investment.chrono_fund@1;investment.meridex_fund@1;investment.portiq_fund@1;investment.vantora_fund@1
v00259,investment.gp_canonical,steps[1]:data_validation,,field,gp_business_key,
v00260,investment.portfolio_company_canonical,steps[1]:data_validation,,field,company_business_key,
v00261,ecommerce.order_line_detail,steps[1]:data_validation,,field,order_id,
v00262,ecommerce.order_line_detail,steps[1]:data_validation,,field,customer_business_key,
v00263,ecommerce.order_line_detail,steps[1]:data_validation,,reconciliation,row_count,ecommerce.order_line_product@1;ecommerce.order@1
v00264,investment.fund_cash_flow_conformed,steps[1]:data_validation,,field,source_record_id,
v00265,investment.fund_cash_flow_conformed,steps[1]:data_validation,,field,source_cash_flow_on,
v00266,investment.fund_cash_flow_conformed,steps[1]:data_validation,,reconciliation,row_count,investment.chrono_cash_flow@1;investment.meridex_cash_flow@1;investment.portiq_cash_flow@1;investment.vantora_cash_flow@1
v00267,investment.fund_investment_basis,steps[1]:data_validation,,field,fund_business_key,
v00268,investment.fund_vault,steps[1]:data_validation,pre,field,source_record_id,
v00269,investment.fund_vault,steps[1]:data_validation,pre,field,source_name,
v00270,investment.fund_vault,steps[5]:data_validation,post,field,fund_business_key,
v00271,investment.fund_vault,steps[5]:data_validation,post,field,fund_business_key,
v00272,investment.holding_valuation_conformed,steps[1]:data_validation,,field,source_record_id,
v00273,investment.holding_valuation_conformed,steps[1]:data_validation,,field,source_valued_on,
v00274,investment.holding_valuation_conformed,steps[1]:data_validation,,reconciliation,row_count,investment.chrono_valuation@1;investment.vantora_valuation@1
v00275,investment.legal_vehicle_conformed,steps[1]:data_validation,,field,source_record_id,
v00276,investment.legal_vehicle_conformed,steps[1]:data_validation,,field,vehicle_identity_key,
v00277,investment.legal_vehicle_conformed,steps[1]:data_validation,,reconciliation,row_count,investment.meridex_legal_vehicle@1;investment.vantora_legal_vehicle@1
v00278,ecommerce.order_star,steps[1]:data_validation,,field,customer_business_key,
v00279,investment.fund_canonical,steps[1]:data_validation,,field,fund_business_key,
v00280,investment.fund_external_index,steps[1]:data_validation,pre,field,fund_business_key,
v00281,investment.fund_external_index,steps[5]:data_validation,post,field,fund_external_lookup_key,
v00282,investment.fund_external_index,steps[5]:data_validation,post,field,fund_external_lookup_key,
v00283,investment.fund_external_index,steps[5]:data_validation,post,field,fund_entity_count,
v00284,investment.fund_nav_resolved,steps[1]:data_validation,,field,source_record_id,
v00285,investment.fund_nav_resolved,steps[1]:data_validation,,field,source_valued_on,
v00286,investment.legal_vehicle_cash_flow,steps[1]:data_validation,,field,source_record_id,
v00287,investment.legal_vehicle_cash_flow,steps[1]:data_validation,,field,source_cash_flow_on,
v00288,investment.legal_vehicle_vault,steps[1]:data_validation,pre,field,source_record_id,
v00289,investment.legal_vehicle_vault,steps[1]:data_validation,pre,field,source_name,
v00290,investment.legal_vehicle_vault,steps[4]:data_validation,post,field,vehicle_business_key,
v00291,investment.legal_vehicle_vault,steps[4]:data_validation,post,field,vehicle_business_key,
v00292,ecommerce.order_summary,steps[1]:data_validation,,field,order_id,
v00293,investment.deal_conformed,steps[1]:data_validation,,field,source_record_id,
v00294,investment.deal_conformed,steps[1]:data_validation,,field,deal_identity_key,
v00295,investment.fund_performance,steps[1]:data_validation,,field,fund_business_key,
v00296,investment.fund_performance,steps[1]:data_validation,,field,source_valued_on,
v00297,investment.legal_vehicle_canonical,steps[1]:data_validation,,field,vehicle_business_key,
v00298,investment.deal_vault,steps[1]:data_validation,pre,field,source_record_id,
v00299,investment.deal_vault,steps[1]:data_validation,pre,field,source_name,
v00300,investment.deal_vault,steps[5]:data_validation,post,field,deal_business_key,
v00301,investment.deal_vault,steps[5]:data_validation,post,field,deal_business_key,
v00302,investment.fund_performance_summary,steps[1]:data_validation,,field,fund_business_key,
v00303,investment.deal_canonical,steps[1]:data_validation,,field,deal_business_key,
v00304,investment.deal_decision_queue,steps[1]:data_validation,,field,decision_id,
v00305,investment.deal_decision_queue,steps[1]:data_validation,,field,decision_id,
v00306,investment.deal_review_worklist,steps[1]:data_validation,,field,deal_business_key,
